Date,Aluminium [€/t] (Finanzen.net),Blei [€/t] (Finanzen.net),"Zink [€/t] (Finanzen,net)",Nickel [€/t] (Finanzen.net),Kupfer [€/t],Eisenerz [€/t] (Finanzen.net),Strom [€/MWh] (Finanzen.net),Arbeitskosten Deutschland [€/h] (Eurostat),Platinum [€/g] (Heraeus),Gold [€/g] (Heraeus),Silber [€/kg] (Heraeus),Palladium [€/g] (Heraeus),Rhodium [€/g] (Heraeus),Iridium [€/g] (Heraeus),Ruthenium [€/g] (Heraeus),Erdgas [€/MWh] (Finanzen.net),Stahl HRB [€/t] (SteelBenchmarker),ABS Granulat [€/kg] (Plasticker),PC Granulat [€/kg] (Plasticker),PBT Granulat [€/kg] (Plasticker),PA 6 Granulat [€/kg] (Plasticker),PA 6.6 Granulat [€/kg] (Plasticker),POM Granulat [€/kg] (Plasticker),PE-HD Granulat [€/kg] (Plasticker),PE-LD [€/kg] (Plasticker),PP [€/kg] (Plasticker),PS [€/kg] (Plasticker), Holz [€/t] (finanzen.net),Messing MS 58 1. V. Stufe [€/kg] (Westmetall),Molybdän [€/kg]
28.08.2023,,,,,,100.10,161.72,41.3,28.78,57.19,721.87,37.36,153.32,153.32,15.58,0.698047389,664,,,,,,,,,,,471.79,,
29.08.2023,"1.992,69","1.997,89","2.223,04","18.702,84",7695.63,99.85,157.53,41.3,29.27,57.35,727.39,37.42,152.96,152.96,15.54,0.689248472,,,,,,,,,,,,473.28,7.09,
30.08.2023,"2.017,64","2.031,57","2.219,49","18.516,13",7728.57,99.74,158.38,41.3,29.23,57.41,729.14,36.89,145.83,151.9,15.43,0.750840889,,,,,,,,,,,,466.71,7.06,
31.08.2023,"2.039,86","2.041,55","2.225,01","18.631,19",7710.01,100.91,156.12,41.3,29.18,57.61,726.55,36.76,146.7,152.81,15.52,0.747907917,,,,,,,,,,,,469.49,7.04,
01.09.2023,"2.075,75","2.137,19","2.278,27","18.973,06",7894.34,109.59,155.69,41.3,35.45,59.61,776.68,56.98,429.39,152.91,17.33,0.753773861,,1.32,2.3,3.23,2.61,3.98,3.25,0.86,0.7,0.86,1.02,466.87,7.17,
02.09.2023,,,,,,,,41.3,31.47,59.7,726.89,52.27,417.02,147.72,16.94,,,,,,,,,,,,,,,
03.09.2023,,,,,,,,41.3,31.58,58.68,661.76,44.27,356.27,163.22,17.6,,,,,,,,,,,,,,,
04.09.2023,"2.049,60","2.073,78","2.273,86","19.023,20",7797.69,,153.62,41.3,28.95,57.99,719.71,36.96,147.59,153.74,15.62,,,,,,,,,,,,,,7.13,
05.09.2023,"2.046,11","2.119,97","2.289,69","19.395,25",7858.91,109.23,152.93,41.3,34.4,62.88,804.87,49.14,260.09,157.26,16.96,0.706846306,,,,,,,,,,,,468.61,7.18,
06.09.2023,"2.045,26","2.143,88","2.270,97","19.138,42",7827.41,110.93,149.61,41.3,32.61,62.01,781.05,41.95,215.14,159.81,17.23,0.6863155,,,,,,,,,,,,468.09,7.15,
07.09.2023,"2.047,66","2.136,69","2.298,47","18.810,69",7703.63,109.72,147.86,41.3,27.67,57.79,693.49,36.75,148.56,154.75,15.72,0.706846306,,,,,,,,,,,,467.78,7.08,
08.09.2023,"2.034,78","2.134,42","2.248,28","18.598,79",7684.67,109.24,147.55,41.3,27.43,57.88,692.3,36.75,145.32,154.6,15.71,0.715645222,,,,,,,,,,,,475.17,7.06,
09.09.2023,,,,,,,,41.3,27.27,57.79,690.46,36.48,145.32,154.6,15.71,,,,,,,,,,,,,,,
10.09.2023,,,,,,,,41.3,27.28,57.82,690.8,36.5,145.32,154.6,15.71,,,,,,,,,,,,,,,
11.09.2023,"2.050,82","2.150,93","2.266,47","18.643,70",7748.51,109.95,147.41,41.3,27.36,57.8,693.1,36.69,145.25,154.53,15.7,0.71271225,633,,,,,,,,,,,478.91,7.13,
12.09.2023,"2.040,93","2.125,17","2.276,36","18.422,15",7747.53,111.82,146.01,41.3,27.5,57.56,692.32,37.19,145.19,154.46,15.7,0.747907917,,,,,,,,,,,,473.91,7.15,
13.09.2023,"2.066,20","2.105,01","2.286,25","18.156,74",7783.59,112.31,148.81,41.3,27.44,57.35,686.99,37.66,145.05,154.31,15.67,0.733243056,,,,,,,,,,,,471.51,7.13,
14.09.2023,"2.092,89","2.140,20","2.396,27","19.023,53",7912.12,113.25,147.69,41.3,27.59,57.54,682.84,38.17,146,155.32,15.78,0.747907917,,,,,,,,,,,,465.45,7.22,
15.09.2023,"2.051,43","2.135,97","2.372,16","18.675,00",7846.47,113.62,147.58,41.3,28.18,58.08,696.21,38.29,146.28,155.61,15.81,0.724444139,,,,,,,,,,,,468.83,7.24,
16.09.2023,,,,,,,,41.3,28.42,58.22,696.95,38.11,146.28,155.61,15.81,,,,,,,,,,,,,,,
17.09.2023,,,,,,,,41.3,28.41,58.21,696.89,38.11,146.28,155.61,15.81,,,,,,,,,,,,,,,
18.09.2023,"2.067,47","2.129,00","2.331,32","18.343,85",7761.54,114.28,145.68,41.3,28.49,58.25,699.41,38.02,146,155.32,15.78,0.747907917,,,,,,,,,,,,462.43,7.18,
19.09.2023,"2.080,09","2.093,25","2.318,49","18.121,52",7707.72,114.37,144.48,41.3,28.66,58.31,700.75,38.24,145.46,154.75,15.72,0.783103583,,,,,,,,,,,,457.33,7.09,
20.09.2023,"2.115,20","2.097,75","2.368,70","18.406,86",7760.33,114.24,144.01,41.3,28.55,58.33,701.76,38.66,145.87,155.18,15.76,0.750840889,,,,,,,,,,,,452.44,7.14,
21.09.2023,"2.085,41","2.067,30","2.320,72","17.778,25",7625.86,114.15,143.47,41.3,28.19,58.21,703.38,38.47,146.49,158.95,15.83,0.718578194,,,,,,,,,,,,449.32,7.06,
22.09.2023,"2.103,70","2.079,69","2.377,15","17.872,06",7660.95,113.89,144.83,41.3,28.46,58.27,713.63,38.65,146.15,158.58,15.79,0.727377111,,,,,,,,,,,,452.91,7.13,
23.09.2023,,,,,,,,41.3,28.44,58.27,712.65,38.3,146.15,158.58,15.79,,,,,,,,,,,,,,,
24.09.2023,,,,,,,,41.3,28.43,58.27,712.7,38.3,146.15,158.58,15.79,,,,,,,,,,,,,,,
25.09.2023,"2.106,36","2.114,57","2.364,16","17.806,73",7652.03,114.41,147.18,41.3,28.23,58.33,710.25,38.01,146.41,158.88,15.83,0.730310083,628,,,,,,,,,,,465.47,7.93,
26.09.2023,"2.117,97","2.101,75","2.371,74","17.648,59",7597.52,114.36,143.41,41.3,27.93,58.2,701.1,37.68,147.25,166.05,15.91,0.739109,,,,,,,,,,,,467.16,7.07,
27.09.2023,"2.129,24","2.080,00","2.344,60","17.773,76",7667.97,115.01,142.14,41.3,27.84,57.84,693.72,38.04,147.53,166.37,15.95,0.771371694,,,,,,,,,,,,479.71,7.06,
28.09.2023,"2.153,33","2.062,89","2.422,28","17.625,51",7677.01,114.36,141.35,41.3,27.84,57.35,690.05,38.44,147.81,166.67,15.98,0.81829925,,,,,,,,,,,,479.82,7.16,
29.09.2023,"2.190,25","2.085,61","2.495,63","17.480,29",7772.91,114.08,140.13,41.3,28.13,56.71,690.83,38.9,146.84,165.57,15.87,0.812433306,,,,,,,,,,,,473.63,7.24,
30.09.2023,,,,,,,,41.3,28.15,56.34,676.89,38.53,146.84,165.57,15.87,,,,,,,,,,,,,,,
01.10.2023,,,,,,,,41.3,35.07,59.42,762.18,56.83,426.3,152.91,17.33,,,1.4,2.08,2.52,2.61,3.48,3.03,0.92,0.84,0.94,0.98,,,
02.10.2023,"2.221,00","2.095,66","2.462,67","17.660,67",7729.76,114.64,137.21,41.3,31.3,59.22,715.47,50.22,420.9,148.56,17.03,0.794835472,,,,,,,,,,,,474.74,7.18,
03.10.2023,"2.191,90","2.045,10","2.399,56","17.583,24",7604.07,113.16,133.06,41.3,31.16,59.32,667.84,44.7,342.52,161.92,17.46,0.827098167,,,,,,,,,,,,470.55,,
04.10.2023,"2.136,92","2.046,83","2.344,98","17.692,38",7528.91,112.34,135.31,41.3,27,56.14,646.71,36.3,148.37,167.31,16.03,0.827098167,,,,,,,,,,,,473.52,7.04,
05.10.2023,"2.118,16","2.029,19","2.321,94","17.273,85",7403.92,111.28,133.08,41.3,35.2,63.21,810.9,50.03,253.45,156.9,16.93,0.879891667,,,,,,,,,,,,462.02,6.94,
06.10.2023,"2.118,29","2.084,34","2.335,08","17.249,85",7448.41,111.20,133.97,41.3,26.8,56.15,648.97,35.63,147.95,166.84,15.99,0.92388625,,,,,,,,,,,,465.61,6.97,
07.10.2023,,,,,,,,41.3,27.19,59.08,663.26,36.05,147.95,166.84,15.99,,,,,,,,,,,,,,,
08.10.2023,,,,,,,,41.3,27.19,58.88,663.66,36.03,147.95,166.84,15.99,,,,,,,,,,,,,,,
09.10.2023,"2.118,29","2.059,58","2.341,60","17.603,75",7585.67,111.84,138.84,41.3,27.37,56.65,665.46,35.41,147.67,166.52,15.96,0.938551111,633,,,,,,,,,,,463.26,7.07,
10.10.2023,"2.095,42","2.004,43","2.297,18","17.213,50",7455.24,110.69,147.51,41.3,27.32,56.65,663.48,35.43,146.97,165.74,15.88,0.935618139,,,,,,,,,,,,472.35,6.96,
11.10.2023,"2.087,62","2.006,31","2.297,46","17.189,19",7478.71,111.39,144.32,41.3,27.23,56.8,667.85,35.91,146.97,165.74,15.88,0.932685167,,,,,,,,,,,,477.81,6.96,
12.10.2023,"2.089,03","1.998,01","2.321,83","17.506,29",7591.91,111.50,149.91,41.3,27.15,57.18,670.98,35.6,160.24,168.09,15.96,0.929752194,,,,,,,,,,,,479.08,6.99,
13.10.2023,"2.086,84","1.966,04","2.305,37","17.435,68",7491.18,112.78,152.65,41.3,27.14,58.25,684.39,35.34,176.11,168.25,15.98,0.903355444,,,,,,,,,,,,481.76,6.97,
14.10.2023,,,,,,,,41.3,27.47,59.39,698.91,35.67,176.11,168.25,15.98,,,,,,,,,,,,,,,
15.10.2023,,,,,,,,41.3,27.47,59.36,698.6,35.68,176.11,168.25,15.98,,,,,,,,,,,,,,,
16.10.2023,"2.064,92","1.983,24","2.305,73","17.478,81",7500.26,112.94,148.01,41.3,27.44,58.71,691.36,35.44,176.45,168.57,16,0.865226806,,,,,,,,,,,,474.97,6.99,
17.10.2023,"2.056,74","1.970,88","2.247,44","17.166,83",7418.71,112.81,145.11,41.3,27.64,58.68,692.5,35.16,176.11,168.25,15.98,0.853494917,,,,,,,,,,,,473.22,6.89,
18.10.2023,"2.075,30","2.023,11","2.307,00","17.524,56",7498.32,112.94,146.71,41.3,27.66,59.42,703.71,35.02,187.98,172.31,15.91,0.850561944,,,,,,,,,,,,475.92,6.99,
19.10.2023,"2.063,50","2.000,33","2.275,45","17.277,58",7491.47,112.49,145.67,41.3,27.41,59.77,699.32,34.38,191.29,172.47,15.92,0.821232222,,,,,,,,,,,,470.59,6.98,
20.10.2023,"2.056,76","2.007,12","2.277,24","17.298,35",7429.04,111.87,148.01,41.3,27.64,60.34,707.37,34.2,191.29,172.47,15.92,0.800701417,,,,,,,,,,,,460.11,6.92,
21.10.2023,,,,,,,,41.3,27.89,60.37,713.7,34.61,191.29,172.47,15.92,,,,,,,,,,,,,,,
22.10.2023,,,,,,,,41.3,27.87,60.35,713.01,34.56,191.29,172.47,15.92,,,,,,,,,,,,,,,
23.10.2023,"2.039,27","2.033,64","2.252,94","16.992,17",7404.16,111.01,147.13,41.3,27.49,59.99,702.89,34.06,167.61,172.31,15.91,0.806567361,600,,,,,,,,,,,452.18,6.88,
24.10.2023,"2.065,75","2.045,41","2.299,22","17.031,86",7458.34,111.58,144.78,41.3,27.32,59.83,697.99,34.43,146.41,171.34,15.83,0.821232222,,,,,,,,,,,,452.68,6.91,
25.10.2023,"2.095,24","2.018,83","2.339,16","17.111,23",7518.24,112.11,142.01,41.3,27.31,59.96,696.73,34.66,146.84,171.82,15.87,0.835897083,,,,,,,,,,,,456.07,6.99,
26.10.2023,"2.080,33","2.017,04","2.301,73","16.935,86",7516.12,112.14,142.43,41.3,27.74,60.4,697.76,34.76,147.67,172.8,15.96,0.891623556,,,,,,,,,,,,465.33,7,
27.10.2023,"2.101,18","2.025,46","2.314,61","17.024,75",7537.27,112.20,143.01,41.3,27.93,60.75,698.36,34.84,147.39,172.47,15.92,0.876958694,,,,,,,,,,,,465.19,7.02,
28.10.2023,,,,,,,,41.3,27.99,61.35,706.58,34.84,147.39,172.47,15.92,,,,,,,,,,,,,,,
29.10.2023,,,,,,,,41.3,27.99,61.33,706.38,34.82,147.39,172.47,15.92,,,,,,,,,,,,,,,
30.10.2023,"2.134,74","2.029,29","2.320,35","17.124,29",7638.72,111.81,142.08,41.3,28.3,60.85,707.17,34.73,156.2,171.82,15.87,0.926819222,,,,,,,,,,,,460.13,7.08,
31.10.2023,"2.126,70","1.994,80","2.298,88","16.836,81",7596.91,112.40,134.85,41.3,28.74,60.59,702.28,34.61,152.5,171.18,15.81,0.991344611,,,,,,,,,,,,463.16,7.01,
01.11.2023,"2.120,60","1.982,08","2.344,49","16.769,73",7592.11,115.66,133.81,41.3,35.36,59.26,754.84,55.85,421.63,147.72,16.94,0.967880833,,1.35,2.19,2.45,2.34,3.13,2.74,0.88,0.8,0.85,1,462.82,,
02.11.2023,"2.101,29","1.976,87","2.322,38","16.747,18",7595.63,118.25,135.08,41.3,28.39,60.29,695.44,34.13,149.39,171.18,15.81,0.959081917,,,,,,,,,,,,468.98,7.04,
03.11.2023,"2.100,40","2.016,21","2.323,55","16.593,06",7519.45,117.54,135.75,41.3,28.38,60.09,692.32,34.24,145.32,170.06,15.71,0.962014889,,,,,,,,,,,,474.26,7,
04.11.2023,,,,,,,,41.3,31.98,62.51,794.17,45.09,276.98,158.27,17.07,,,,,,,,,,,,,,,
05.11.2023,,,,,,,,41.3,35.06,62.86,773.68,49.31,255.2,157.98,17.04,,,,,,,,,,,,,,,
06.11.2023,"2.133,13","2.020,28","2.386,80","16.659,83",7588.02,118.10,130.27,41.3,28.02,59.64,694.73,33.92,147.87,169.42,15.65,0.891623556,,,,,,,,,,,,485.89,7.05,
07.11.2023,"2.116,47","2.023,74","2.370,92","16.431,48",7539.51,117.70,131.01,41.3,27.4,59.33,683.88,32.98,156.29,170.22,15.72,0.859360861,,,,,,,,,,,,480.82,7.04,
08.11.2023,"2.117,41","2.054,53","2.431,49","16.679,89",7551.23,118.82,128.69,41.3,26.88,59.13,679.95,31.7,161.69,171.02,15.79,0.850561944,,,,,,,,,,,,481.31,7.09,
09.11.2023,"2.104,18","2.044,19","2.428,89","16.529,68",7525.65,119.38,132.55,41.3,26.46,58.89,680.64,31.28,159.54,170.38,15.74,0.835897083,,,,,,,,,,,,492.48,7.03,
10.11.2023,"2.073,19","2.049,33","2.418,57","16.067,48",7493.07,119.87,130.88,41.3,26.07,58.86,678.84,29.73,150.67,170.86,15.78,0.832964111,,,,,,,,,,,,481.09,7.02,
11.11.2023,,,,,,,,41.3,25.93,58.88,673.26,29.69,150.67,170.86,15.78,,,,,,,,,,,,,,,
12.11.2023,,,,,,,,41.3,25.9,58.81,672.63,29.66,150.67,170.86,15.78,,,,,,,,,,,,,,,
13.11.2023,"2.075,81","2.033,22","2.373,27","15.885,62",7551.55,119.93,131.75,41.3,26.1,58.53,668.08,29.7,150.25,170.38,15.74,0.876958694,645,,,,,,,,,,,467.22,7.01,
14.11.2023,"2.053,87","1.984,93","2.332,97","15.622,50",7427.27,118.37,133.01,41.3,26.57,58.47,678.41,30.29,148.99,168.95,15.61,0.838830056,,,,,,,,,,,,449.93,7.02,
15.11.2023,"2.055,38","2.052,22","2.439,59","15.814,70",7533.63,119.15,133.11,41.3,26.79,58.36,692.28,30.86,152.33,169.08,15.48,0.862293833,,,,,,,,,,,,479.37,7.03,
16.11.2023,"2.037,73","2.089,88","2.370,66","15.621,69",7483.16,119.24,130.31,41.3,26.97,58.59,702.51,31.07,155.38,169.08,15.48,0.827098167,,,,,,,,,,,,487.86,7.01,
17.11.2023,"2.026,41","2.090,80","2.354,59","15.378,83",7487.78,118.21,129.01,41.3,26.94,58.85,706.68,31.41,153.99,169.24,15.49,0.794835472,,,,,,,,,,,,494.57,6.98,
18.11.2023,,,,,,,,41.3,27.1,58.59,703.2,32.23,153.99,169.24,15.49,,,,,,,,,,,,,,,
19.11.2023,,,,,,,,41.3,27.09,58.59,703.14,32.2,153.99,169.24,15.49,,,,,,,,,,,,,,,
20.11.2023,"2.048,85","2.087,73","2.341,79","15.199,91",7621.75,118.17,128.85,41.3,27.09,58.33,694.23,31.8,150.25,168.46,15.42,0.771371694,,,,,,,,,,,,499.43,7,
21.11.2023,"2.069,78","2.075,83","2.325,32","15.174,34",7627.49,118.72,126.68,41.3,27.66,58.8,699.13,32.13,149.7,167.85,15.36,0.76550575,,,,,,,,,,,,495.76,7.03,
22.11.2023,"2.042,12","2.056,08","2.295,96","15.090,71",7580.81,119.27,124.99,41.3,27.83,59.09,702.21,31.82,150.52,168.77,15.45,0.780170611,,,,,,,,,,,,502.46,7.02,
23.11.2023,"2.039,28","2.019,94","2.311,39","14.924,13",7615.26,,127.31,41.3,27.54,59.1,701.54,31.51,150.39,168.61,15.43,,,,,,,,,,,,,,7.04,
24.11.2023,"2.028,51","2.000,69","2.325,62","14.561,62",7613.69,118.97,126.87,41.3,27.54,58.98,709.63,31.59,150.39,168.61,15.43,0.76550575,,,,,,,,,,,,504.08,7.03,
25.11.2023,,,,,,,,41.3,27.83,59.32,732.33,31.98,150.39,168.61,15.43,,,,,,,,,,,,,,,
26.11.2023,,,,,,,,41.3,27.78,59.2,730.33,31.92,150.39,168.61,15.43,,,,,,,,,,,,,,,
27.11.2023,"2.018,94","1.966,54","2.326,35","14.492,67",7558.86,119.06,122.51,41.3,27.61,59.26,726.07,31.88,154.23,167.85,15.36,0.747907917,645,,,,,,,,,,,498.43,7.01,
28.11.2023,"2.020,51","1.934,89","2.300,73","14.961,58",7527.26,118.58,121.75,41.3,27.66,59.51,727.58,31.59,154.38,167.99,15.38,0.721511167,,,,,,,,,,,,490.16,7,
29.11.2023,"2.017,64","1.929,41","2.285,15","15.181,61",7641.25,118.84,117.75,41.3,27.79,59.98,733.75,30.91,153.53,167.08,15.29,0.747907917,,,,,,,,,,,,483.07,7.03,
30.11.2023,"2.016,21","1.938,39","2.275,38","14.997,02",7650.48,119.79,118.51,41.3,27.8,60.18,740.13,30.36,154.8,168.46,15.42,0.753773861,,,,,,,,,,,,482.07,7.02,
01.12.2023,"2.022,92","1.927,83","2.265,26","15.300,68",7769.24,119.87,119.89,41.3,34.3,59.52,762.16,55.61,421.24,147.59,16.92,0.756706833,,1.37,2.37,2.22,2.46,3.26,2.87,0.87,0.86,0.83,0.98,482.84,7.12,
02.12.2023,,,,,,,,41.3,28.09,61.38,755.91,30.54,148.87,168.61,15.43,,,,,,,,,,,,,,,
03.12.2023,,,,,,,,41.3,28.1,61.43,756.06,30.54,148.87,168.61,15.43,,,,,,,,,,,,,,,
04.12.2023,"2.016,37","1.927,21","2.280,73","15.082,85",7769.35,120.43,115.95,41.3,32.25,62.2,794.46,45.51,257.06,157.26,16.96,0.727377111,,,,,,,,,,,,484.19,7.1,
05.12.2023,"2.006,16","1.887,01","2.241,95","14.872,42",7643.39,121.11,112.01,41.3,34.24,62.9,761.88,47.88,261.03,157.84,17.03,0.736176028,,,,,,,,,,,,485.31,7.04,
06.12.2023,"1.987,05","1.862,84","2.257,97","15.087,99",7704.42,123.43,113.01,41.3,32.16,61.76,768.94,42.24,215.33,159.96,17.25,0.700980361,,,,,,,,,,,,493.11,7.07,
07.12.2023,"1.984,07","1.849,97","2.232,92","14.818,24",7613.34,124.47,114.26,41.3,27.25,60.71,713.05,29.13,153.88,170.8,15.63,0.703913333,,,,,,,,,,,,491.32,7.02,
08.12.2023,"1.982,35","1.852,65","2.237,00","15.425,39",7755.66,125.84,112.11,41.3,27.78,60.41,703.55,29.3,154.31,171.29,15.67,0.703913333,,,,,,,,,,,,492.86,7.09,
09.12.2023,,,,,,,,41.3,27.99,60.08,691.32,29.41,154.31,171.29,15.67,,,,,,,,,,,,,,,
10.12.2023,,,,,,,,41.3,27.99,60.08,691.27,29.39,154.31,171.29,15.67,,,,,,,,,,,,,,,
11.12.2023,"1.973,71","1.842,92","2.205,19","15.140,96",7686.82,125.55,107.24,41.3,27.8,59.72,686.1,28.84,153.88,170.8,15.63,0.662851722,681,,,,,,,,,,,501.14,7.04,
12.12.2023,"1.964,48","1.892,71","2.245,66","15.059,97",7660.89,125.64,105.14,41.3,27.85,59.33,683.17,29.43,153.74,170.65,15.62,0.627656056,,,,,,,,,,,,496.41,7.04,
13.12.2023,"1.967,23","1.848,86","2.221,33","14.792,00",7543.05,124.14,105.13,41.3,27.98,59.35,682.59,29.46,153.74,170.65,14.97,0.630589028,,,,,,,,,,,,492.76,7,
14.12.2023,"1.988,51","1.851,51","2.281,12","14.994,15",7701.05,123.07,103.93,41.3,28.24,59.98,707.83,31.06,151.07,167.69,14.7,0.639387944,,,,,,,,,,,,492.41,7.11,
15.12.2023,"2.063,31","1.886,29","2.315,70","15.361,71",7773.87,123.97,101.61,41.3,28.35,59.86,707.68,33.78,151.9,168.61,14.79,0.671650639,,,,,,,,,,,,495.58,7.11,
16.12.2023,,,,,,,,41.3,28.14,59.53,703.44,35.11,151.9,168.61,14.79,,,,,,,,,,,,,,,
17.12.2023,,,,,,,,41.3,28.27,59.8,706.5,35.25,151.9,168.61,14.79,,,,,,,,,,,,,,,
18.12.2023,"2.092,74","1.878,20","2.333,73","15.237,79",7710.44,123.23,103.71,41.3,28.3,59.78,704.53,35.09,151.77,168.46,14.78,0.671650639,,,,,,,,,,,,498.01,7.11,
19.12.2023,"2.061,78","1.840,11","2.327,48","14.983,84",7739.91,122.60,99.84,41.3,28.29,59.83,705.15,35.68,151.07,167.69,14.7,0.665784694,,,,,,,,,,,,498.52,7.09,
20.12.2023,"2.047,74","1.868,52","2.340,22","14.942,21",7735.62,123.21,102.09,41.3,28.54,59.93,710.41,36.03,151.21,167.85,14.73,0.656985778,,,,,,,,,,,,507.56,7.13,
21.12.2023,"2.031,52","1.858,36","2.319,15","15.138,73",7683.26,122.89,104.52,41.3,28.64,59.91,713.7,35.8,151.21,167.85,14.73,0.683382528,,,,,,,,,,,,511.33,7.09,
22.12.2023,"2.104,75","1.852,29","2.338,92","14.854,92",7704.08,123.07,105.31,41.3,28.73,60.13,713.18,35.89,150.66,167.23,14.67,0.695114417,,,,,,,,,,,,506.74,7.1,
23.12.2023,,,,,,,,41.3,28.87,60.11,709.92,35.85,150.66,167.23,14.67,,,,,,,,,,,,,,,
24.12.2023,,,,,,,,41.3,28.84,60.04,709.06,35.8,150.66,167.23,14.67,,,,,,,,,,,,,,,
25.12.2023,,,,,,,,41.3,28.75,59.86,706.97,35.7,150.66,167.23,14.67,,683,,,,,,,,,,,,,
26.12.2023,,,,,,122.92,,41.3,28.83,60.29,710.1,35.22,150.66,167.23,14.67,0.677516583,,,,,,,,,,,,495.77,,
27.12.2023,"2.149,19","1.841,13","2.345,92","15.025,44",7663.31,122.51,108.62,41.3,28.98,60.34,704.94,34.53,149.98,166.48,14.61,0.692181444,,,,,,,,,,,,487.55,7.09,
28.12.2023,"2.142,63","1.855,97","2.367,92","14.825,78",7709.36,123.07,109.75,41.3,29.39,60.37,704.69,33.65,149.16,165.57,14.52,0.677516583,,,,,,,,,,,,494.42,7.08,
29.12.2023,"2.160,29","1.840,26","2.392,29","14.746,52",7679.34,123.56,108.35,41.3,29.45,60.21,694.09,32.99,149.58,166.03,14.56,0.665784694,,,,,,,,,,,,492.46,7.1,
30.12.2023,,,,,,,,41.3,29.27,60.14,695.63,33.09,149.58,166.03,14.56,,,,,,,,,,,,,,,
31.12.2023,,,,,,,,41.3,29.27,60.14,695.63,33.09,149.58,166.03,14.56,,,,,,,,,,,,,,,
01.01.2024,,,,,,,,41.3,29.21,61.15,695.6,32.4,149.58,166.03,14.56,,,1.23,2.22,2.33,2.34,3.16,2.82,0.84,0.81,0.83,0.83,,,
02.01.2024,"2.134,01","1.857,63","2.382,01","14.928,50",7712.64,124.61,103.01,41.3,29.29,60.7,700.54,32.36,151.07,167.69,14.7,0.689248472,,,,,,,,,,,,501.67,7.14,
03.01.2024,"2.112,47","1.853,56","2.348,13","14.840,01",7707.35,131.98,106.35,41.3,29.14,60.46,687.62,32.08,151.77,168.46,14.78,0.715645222,,,,,,,,,,,,499.43,7.12,
04.01.2024,"2.083,58","1.837,27","2.298,46","14.626,63",7643.43,130.58,107.13,41.3,28.75,60.24,679.21,31.51,151.49,168.15,14.75,0.756706833,,,,,,,,,,,,503.77,7.07,
05.01.2024,"2.073,39","1.849,48","2.296,47","14.348,05",7627.32,129.27,108.73,41.3,28.49,60.26,684.99,30.85,150.8,167.39,14.37,0.774304667,,,,,,,,,,,,503.11,7.07,
06.01.2024,,,,,,,,41.3,28.75,60.5,728.7,31.02,150.8,167.39,14.37,,,,,,,,,,,,,,,
07.01.2024,,,,,,,,41.3,28.73,60.47,726.44,30.99,150.8,167.39,14.37,,,,,,,,,,,,,,,
08.01.2024,"2.057,80","1.852,72","2.269,33","14.675,23",7615.01,128.63,102.88,41.3,28.39,59.81,680.68,30.09,151.35,167.99,14.41,0.797768444,722,,,,,,,,,,,502.67,7.01,
09.01.2024,"2.058,39","1.859,82","2.267,93","14.773,37",7561.23,128.58,101.62,41.3,28.09,59.89,682,29.49,151.21,167.85,14.4,0.856427889,,,,,,,,,,,,499.16,7.02,
10.01.2024,"2.040,23","1.868,49","2.270,33","14.560,77",7548.98,125.92,100.21,41.3,27.63,59.76,675.71,29.51,151.63,168.3,14.44,0.812433306,,,,,,,,,,,,489.43,7.01,
11.01.2024,"2.037,47","1.909,04","2.261,58","14.802,83",7594.21,126.57,98.75,41.3,27.37,59.66,674.68,29.79,150.8,167.39,14.37,0.830031139,,,,,,,,,,,,479.48,7.02,
12.01.2024,"2.026,85","1.879,19","2.263,48","14.676,07",7578.69,125.30,98.97,41.3,27.33,60.06,677.54,29.4,154.1,167.69,14.39,0.885757611,,,,,,,,,,,,482.13,7.01,
13.01.2024,,,,,,,,41.3,27.22,60.26,683.46,29.7,154.1,167.69,14.39,,,,,,,,,,,,,,,
14.01.2024,,,,,,,,41.3,27.25,60.36,684.47,29.72,154.1,167.69,14.39,,,,,,,,,,,,,,,
15.01.2024,"2.013,12","1.896,84","2.314,43","14.576,52",7565.57,,95.38,41.3,27.23,60.49,684.43,29.15,154.1,167.69,14.39,,,,,,,,,,,,,,6.99,
16.01.2024,"2.036,04","1.917,41","2.315,86","14.602,57",7602.76,125.75,94.47,41.3,27.09,60.37,681.81,28.57,156.32,168.46,14.45,0.783103583,,,,,,,,,,,,509.89,7.05,
17.01.2024,"2.000,88","1.867,81","2.285,65","14.484,95",7512.31,124.80,90.88,41.3,26.72,59.86,676.06,27.86,158.56,169.24,14.52,0.774304667,,,,,,,,,,,,502.25,7.01,
18.01.2024,"1.992,79","1.866,56","2.244,18","14.593,37",7529.66,125.13,91.19,41.3,26.87,59.69,672.62,28,160.24,169.39,14.53,0.727377111,,,,,,,,,,,,503.46,6.97,
19.01.2024,"1.987,75","1.904,89","2.256,25","14.621,70",7590.37,124.69,91.02,41.3,27.17,60.03,671.85,28.29,159.94,169.08,14.51,0.677516583,,,,,,,,,,,,502.87,7.02,
20.01.2024,,,,,,,,41.3,27.04,60.05,670.17,28.61,159.94,169.08,14.51,,,,,,,,,,,,,,,
21.01.2024,,,,,,,,41.3,27.04,60.05,670.06,28.61,159.94,169.08,14.51,,,,,,,,,,,,,,,
22.01.2024,"1.983,82","1.916,93","2.240,12","14.499,99",7582.92,124.42,88.22,41.3,26.88,59.9,659.61,28.03,159.5,168.61,14.46,0.651119833,754,,,,,,,,,,,506.72,7,
